"Customer","CustomerId","CustomerNumber","PartyType","links"
"Jason Davis","300000129858698","489104","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000129858698', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000129858698', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Julia Edgely","100000000395828","1064","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395828', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395828', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Teppei Katagiri","300000048022313","3223","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022313', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022313', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Bipul Lahiri","300000048022328","3224","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022328', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022328', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Saurabh Chawla","300000048022338","3225","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022338', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022338', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Wing Yan Lee","300000048022351","3226","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022351', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022351', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Lexi Smith","300000048022367","3227","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022367', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022367', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Shinichiro Suzuki","300000048022377","3228","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022377', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022377', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Yonghui Peng","300000048022389","3229","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022389', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022389', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Pak Hang Au","300000048022401","3230","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022401', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022401', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Sophie James","300000048022413","3231","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022413', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022413', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Khim Yeung","300000048022425","3232","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022425', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022425', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Deepa Mathur","300000048022437","3233","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022437', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022437', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Michael Paterson","300000048022447","3234","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022447', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022447', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Ka Ling Chung","300000048022457","3235","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022457', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022457', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Ryota Yanagisawa","300000048022469","3236","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022469', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022469', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Shuisheng Sun","300000048022481","3237","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022481', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022481', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"India Legal Entity","300000047836152","2193","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836152', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836152', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"India Legal Entity","300000047836158","2194","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836158', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836158', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Japan Legal Entity","300000047836165","2195","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836165', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836165', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Japan Legal Entity","300000047836171","2196","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836171', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836171', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Bing Qiu","100000000398281","2043","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398281', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398281', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Jackson Roberts","300000048022493","3238","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022493', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022493', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Neeraj Narang","300000048022505","3239","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022505', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022505', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Saimee Iskandar","300000048022515","3240","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022515', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022515', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Liam Lloyd","300000048022527","3241","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022527', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022527', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Smitha Pawar","300000048022537","3242","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022537', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022537', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Paul Hogan","300000048022549","3243","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022549', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022549', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Tetsuya Takahashi","300000048022559","3244","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022559', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022559', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Kai Hang Ho","300000048022574","3245","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022574', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022574', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Emily Perkins","300000048022589","3247","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022589', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022589', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Bing Tan","300000048022599","3248","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022599', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022599', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Zongxian Song","300000048022611","3249","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022611', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022611', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Catherine McDougall","300000048022623","3250","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022623', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022623', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"CE_EMP_UNSPECIFIED_BANK","100000212238165","486104","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000212238165', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000212238165', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Australia Legal Entity","300000047836123","2189","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836123', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836123', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Australia Legal Entity","300000047836129","2190","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836129', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047836129', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Jeremy Dickens","300000047875111","2197","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875111', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875111', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Dustin Gibson","300000047875125","2198","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875125', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875125', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Malcolm Kerr","300000047875139","2199","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875139', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875139', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Valerie Penfield","300000047875153","2200","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875153', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875153', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Ian Black","300000047875167","2201","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875167', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875167', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Doug Stonewood","300000047875181","2202","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875181', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875181', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Betty Anderson","300000047875460","2203","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875460', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875460', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Brian Joseph","300000047875472","2204","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875472', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875472', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Curtis K Feitty","300000047875484","2205","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875484', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047875484', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Bing Tang","100000000395815","1051","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395815', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000395815', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Singapore Legal Entity","300000047908117","2207","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047908117', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047908117', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Singapore Legal Entity","300000047908123","2208","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047908123', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047908123', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Hong Kong Legal Entity","300000047908130","2209","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047908130', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047908130', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Hong Kong Legal Entity","300000047908136","2210","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047908136', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047908136', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Lok Sum Cheung","300000048022633","3251","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022633', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000048022633', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
